Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Trey Palmer (40058808),Trey Palmer,40058808,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
WR,Ja'Lynn Polk (40058810),Ja'Lynn Polk,40058810,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
WR,Bub Means (40058812),Bub Means,40058812,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
WR,Kevin Austin Jr. (40058814),Kevin Austin Jr.,40058814,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
WR,Tommy Mellott (40058816),Tommy Mellott,40058816,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
WR,Cedrick Wilson Jr. (40058818),Cedrick Wilson Jr.,40058818,WR/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,AJ Barner (40059070),AJ Barner,40059070,TE/FLEX,3000,NO@SEA 09/21/2025 04:05PM ET,SEA,6
WR,Ryan Flournoy (40058774),Ryan Flournoy,40058774,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Jonathan Mingo (40058776),Jonathan Mingo,40058776,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Jalen Brooks (40058778),Jalen Brooks,40058778,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Traeshon Holden (40058780),Traeshon Holden,40058780,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Jalen Cropper (40058782),Jalen Cropper,40058782,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
WR,Devin Duvernay (40058784),Devin Duvernay,40058784,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
WR,Jahdae Walker (40058786),Jahdae Walker,40058786,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
WR,JP Richardson (40058788),JP Richardson,40058788,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
WR,Maurice Alexander (40058790),Maurice Alexander,40058790,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
WR,Miles Boykin (40058792),Miles Boykin,40058792,WR/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
TE,Cole Kmet (40059074),Cole Kmet,40059074,TE/FLEX,3000,DAL@CHI 09/21/2025 04:25PM ET,CHI,4.5
WR,Jordan Watkins (40058744),Jordan Watkins,40058744,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Skyy Moore (40058746),Skyy Moore,40058746,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Demarcus Robinson (40058748),Demarcus Robinson,40058748,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Brandon Aiyuk (40058750),Brandon Aiyuk,40058750,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Jacob Cowing (40058752),Jacob Cowing,40058752,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Malik Turner (40058754),Malik Turner,40058754,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Russell Gage Jr. (40058756),Russell Gage Jr.,40058756,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Trent Taylor (40058758),Trent Taylor,40058758,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Junior Bergen (40058760),Junior Bergen,40058760,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,SF,0
WR,Zay Jones (40058762),Zay Jones,40058762,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0.7
WR,Xavier Weaver (40058764),Xavier Weaver,40058764,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0
WR,Simi Fehoko (40058766),Simi Fehoko,40058766,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0
WR,Trishton Jackson (40058768),Trishton Jackson,40058768,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0
WR,Andre Baccellia (40058770),Andre Baccellia,40058770,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0
WR,Tejhaun Palmer (40058772),Tejhaun Palmer,40058772,WR/FLEX,3000,ARI@SF 09/21/2025 04:25PM ET,ARI,0
TE,Tyler Higbee (40059078),Tyler Higbee,40059078,TE/FLEX,2900,LAR@PHI 09/21/2025 01:00PM ET,LAR,3.85
TE,Will Dissly (40059080),Will Dissly,40059080,TE/FLEX,2900,DEN@LAC 09/21/2025 04:05PM ET,LAC,2.8
DST,Chargers  (40059316),Chargers ,40059316,DST,2900,DEN@LAC 09/21/2025 04:05PM ET,LAC,2
TE,Jake Tonges (40059076),Jake Tonges,40059076,TE/FLEX,2900,ARI@SF 09/21/2025 04:25PM ET,SF,8.8
DST,Cardinals  (40059317),Cardinals ,40059317,DST,2900,ARI@SF 09/21/2025 04:25PM ET,ARI,9
DST,Jaguars  (40059318),Jaguars ,40059318,DST,2800,HOU@JAX 09/21/2025 01:00PM ET,JAX,9.5
TE,Austin Hooper (40059084),Austin Hooper,40059084,TE/FLEX,2800,PIT@NE 09/21/2025 01:00PM ET,NE,4.4
DST,Steelers  (40059319),Steelers ,40059319,DST,2800,PIT@NE 09/21/2025 01:00PM ET,PIT,3.5
TE,Payne Durham (40059086),Payne Durham,40059086,TE/FLEX,2800,NYJ@TB 09/21/2025 01:00PM ET,TB,0
TE,Tyler Conklin (40059082),Tyler Conklin,40059082,TE/FLEX,2800,DEN@LAC 09/21/2025 04:05PM ET,LAC,7.2
TE,Luke Musgrave (40059090),Luke Musgrave,40059090,TE/FLEX,2700,GB@CLE 09/21/2025 01:00PM ET,GB,3.3
DST,Texans  (40059321),Texans ,40059321,DST,2700,HOU@JAX 09/21/2025 01:00PM ET,HOU,6
TE,Grant Calcaterra (40059088),Grant Calcaterra,40059088,TE/FLEX,2700,LAR@PHI 09/21/2025 01:00PM ET,PHI,0.8
TE,Adam Trautman (40059092),Adam Trautman,40059092,TE/FLEX,2700,DEN@LAC 09/21/2025 04:05PM ET,DEN,5.75
DST,Cowboys  (40059320),Cowboys ,40059320,DST,2700,DAL@CHI 09/21/2025 04:25PM ET,DAL,1
DST,Patriots  (40059323),Patriots ,40059323,DST,2600,PIT@NE 09/21/2025 01:00PM ET,NE,10
TE,Davis Allen (40059096),Davis Allen,40059096,TE/FLEX,2600,LAR@PHI 09/21/2025 01:00PM ET,LAR,8.05
TE,Mason Taylor (40059098),Mason Taylor,40059098,TE/FLEX,2600,NYJ@TB 09/21/2025 01:00PM ET,NYJ,2.25
TE,Gunnar Helm (40059094),Gunnar Helm,40059094,TE/FLEX,2600,IND@TEN 09/21/2025 01:00PM ET,TEN,2.75
DST,Bears  (40059322),Bears ,40059322,DST,2600,DAL@CHI 09/21/2025 04:25PM ET,CHI,3.5
TE,Tommy Tremble (40059288),Tommy Tremble,40059288,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,CAR,3.1
TE,Mitchell Evans (40059290),Mitchell Evans,40059290,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.95
TE,James Mitchell (40059292),James Mitchell,40059292,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
TE,Bryce Pierre (40059294),Bryce Pierre,40059294,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0
TE,Charlie Woerner (40059296),Charlie Woerner,40059296,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
TE,Teagan Quitoriano (40059298),Teagan Quitoriano,40059298,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
TE,Feleipe Franks (40059300),Feleipe Franks,40059300,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
TE,Joshua Simon (40059302),Joshua Simon,40059302,TE/FLEX,2500,ATL@CAR 09/21/2025 01:00PM ET,ATL,0
DST,Panthers  (40059325),Panthers ,40059325,DST,2500,ATL@CAR 09/21/2025 01:00PM ET,CAR,2.5
TE,John FitzPatrick (40059276),John FitzPatrick,40059276,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,GB,0.6
TE,Ben Sims (40059278),Ben Sims,40059278,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,GB,0
TE,Josh Whyle (40059280),Josh Whyle,40059280,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,GB,0
TE,Blake Whiteheart (40059282),Blake Whiteheart,40059282,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,CLE,0
TE,Brenden Bates (40059284),Brenden Bates,40059284,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,CLE,0
TE,Sal Cannella (40059286),Sal Cannella,40059286,TE/FLEX,2500,GB@CLE 09/21/2025 01:00PM ET,CLE,0
TE,Cade Stover (40059102),Cade Stover,40059102,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,6.2
TE,Johnny Mundt (40059260),Johnny Mundt,40059260,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
TE,Quintin Morris (40059262),Quintin Morris,40059262,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
TE,Patrick Herbert (40059264),Patrick Herbert,40059264,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,JAX,0
TE,Harrison Bryant (40059266),Harrison Bryant,40059266,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
TE,Brevin Jordan (40059268),Brevin Jordan,40059268,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
TE,Irv Smith Jr. (40059270),Irv Smith Jr.,40059270,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
TE,Luke Lachey (40059272),Luke Lachey,40059272,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
TE,Jakob Johnson (40059274),Jakob Johnson,40059274,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0
TE,Hunter Long (40059304),Hunter Long,40059304,TE/FLEX,2500,HOU@JAX 09/21/2025 01:00PM ET,JAX,3.8
TE,Josh Oliver (40059238),Josh Oliver,40059238,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0.75
TE,Ben Yurosek (40059240),Ben Yurosek,40059240,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
TE,Nick Vannett (40059242),Nick Vannett,40059242,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
TE,Gavin Bartholomew (40059244),Gavin Bartholomew,40059244,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
TE,Bryson Nesbit (40059246),Bryson Nesbit,40059246,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
TE,Andrew DePaola (40059248),Andrew DePaola,40059248,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,MIN,0
TE,Drew Sample (40059250),Drew Sample,40059250,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,CIN,0.85
TE,Tanner Hudson (40059252),Tanner Hudson,40059252,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
TE,Cam Grandy (40059254),Cam Grandy,40059254,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
TE,Erick All Jr. (40059256),Erick All Jr.,40059256,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
TE,William Wagner (40059258),William Wagner,40059258,TE/FLEX,2500,CIN@MIN 09/21/2025 01:00PM ET,CIN,0
TE,Darnell Washington (40059228),Darnell Washington,40059228,TE/FLEX,2500,PIT@NE 09/21/2025 01:00PM ET,PIT,1
TE,Donald Parham Jr. (40059230),Donald Parham Jr.,40059230,TE/FLEX,2500,PIT@NE 09/21/2025 01:00PM ET,PIT,0
TE,Connor Heyward (40059232),Connor Heyward,40059232,TE/FLEX,2500,PIT@NE 09/21/2025 01:00PM ET,PIT,0.8
TE,JJ Galbreath (40059234),JJ Galbreath,40059234,TE/FLEX,2500,PIT@NE 09/21/2025 01:00PM ET,PIT,0
TE,CJ Dippre (40059236),CJ Dippre,40059236,TE/FLEX,2500,PIT@NE 09/21/2025 01:00PM ET,NE,0
TE,Terrance Ferguson (40059104),Terrance Ferguson,40059104,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,LAR,0
TE,Kylen Granson (40059218),Kylen Granson,40059218,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,PHI,1.3
TE,Cameron Latu (40059220),Cameron Latu,40059220,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,PHI,0
TE,E.J. Jenkins (40059222),E.J. Jenkins,40059222,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,PHI,0
TE,Colby Parkinson (40059224),Colby Parkinson,40059224,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,LAR,0.4
TE,Mark Redman (40059226),Mark Redman,40059226,TE/FLEX,2500,LAR@PHI 09/21/2025 01:00PM ET,LAR,0
TE,Ko Kieft (40059204),Ko Kieft,40059204,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,TB,0
TE,Devin Culp (40059206),Devin Culp,40059206,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,TB,0
TE,Tanner Taula (40059208),Tanner Taula,40059208,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,TB,0
TE,Evan Deckers (40059210),Evan Deckers,40059210,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,TB,0
TE,Jeremy Ruckert (40059212),Jeremy Ruckert,40059212,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,NYJ,5.55
TE,Stone Smartt (40059214),Stone Smartt,40059214,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,NYJ,0
TE,Jelani Woods (40059216),Jelani Woods,40059216,TE/FLEX,2500,NYJ@TB 09/21/2025 01:00PM ET,NYJ,0
TE,Mo Alie-Cox (40059188),Mo Alie-Cox,40059188,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,IND,2.4
TE,Drew Ogletree (40059190),Drew Ogletree,40059190,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,IND,0
TE,Will Mallory (40059192),Will Mallory,40059192,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,IND,0
TE,Maximilian Mang (40059194),Maximilian Mang,40059194,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,IND,0
TE,Sean McKeon (40059196),Sean McKeon,40059196,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,IND,0
TE,David Martin-Robinson (40059198),David Martin-Robinson,40059198,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,TEN,0
TE,Drake Dabney (40059200),Drake Dabney,40059200,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,TEN,0
TE,Thomas Odukoya (40059202),Thomas Odukoya,40059202,TE/FLEX,2500,IND@TEN 09/21/2025 01:00PM ET,TEN,0
DST,Titans  (40059324),Titans ,40059324,DST,2500,IND@TEN 09/21/2025 01:00PM ET,TEN,7
TE,John Bates (40059170),John Bates,40059170,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0
TE,Ben Sinnott (40059172),Ben Sinnott,40059172,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0.85
TE,Colson Yankoff (40059174),Colson Yankoff,40059174,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0
TE,Tyree Jackson (40059176),Tyree Jackson,40059176,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0
TE,Tyler Ott (40059178),Tyler Ott,40059178,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0
TE,Lawrence Cager (40059180),Lawrence Cager,40059180,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,WAS,0
TE,Ian Thomas (40059182),Ian Thomas,40059182,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,LV,0
TE,Carter Runyon (40059184),Carter Runyon,40059184,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,LV,0
TE,Albert Okwuegbunam Jr. (40059186),Albert Okwuegbunam Jr.,40059186,TE/FLEX,2500,LV@WAS 09/21/2025 01:00PM ET,LV,0
TE,Oronde Gadsden II (40059154),Oronde Gadsden II,40059154,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,LAC,0
TE,Tucker Fisk (40059156),Tucker Fisk,40059156,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,LAC,0
TE,Thomas Yassmin (40059158),Thomas Yassmin,40059158,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,LAC,0
TE,Nate Adkins (40059160),Nate Adkins,40059160,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,DEN,0
TE,Lucas Krull (40059162),Lucas Krull,40059162,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,DEN,0.8
TE,Mitchell Fraboni (40059164),Mitchell Fraboni,40059164,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,DEN,0
TE,Patrick Murtagh (40059166),Patrick Murtagh,40059166,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,DEN,0
TE,Caleb Lohner (40059168),Caleb Lohner,40059168,TE/FLEX,2500,DEN@LAC 09/21/2025 04:05PM ET,DEN,0
TE,Elijah Arroyo (40059100),Elijah Arroyo,40059100,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,SEA,3.4
TE,Eric Saubert (40059136),Eric Saubert,40059136,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,SEA,0
TE,Nick Kallerup (40059138),Nick Kallerup,40059138,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,SEA,0
TE,Jack Stoll (40059140),Jack Stoll,40059140,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Moliki Matavao (40059142),Moliki Matavao,40059142,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Taysom Hill (40059144),Taysom Hill,40059144,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Foster Moreau (40059146),Foster Moreau,40059146,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Mason Pline (40059148),Mason Pline,40059148,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Zach Wood (40059150),Zach Wood,40059150,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Treyton Welch (40059152),Treyton Welch,40059152,TE/FLEX,2500,NO@SEA 09/21/2025 04:05PM ET,NO,0
TE,Luke Schoonmaker (40059120),Luke Schoonmaker,40059120,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
TE,Brevyn Spann-Ford (40059122),Brevyn Spann-Ford,40059122,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,DAL,0.65
TE,John Stephens Jr. (40059124),John Stephens Jr.,40059124,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
TE,Rivaldo Fairweather (40059126),Rivaldo Fairweather,40059126,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
TE,Princeton Fant (40059128),Princeton Fant,40059128,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,DAL,0
TE,Durham Smythe (40059130),Durham Smythe,40059130,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
TE,Stephen Carlson (40059132),Stephen Carlson,40059132,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
TE,Nikola Kalinic (40059134),Nikola Kalinic,40059134,TE/FLEX,2500,DAL@CHI 09/21/2025 04:25PM ET,CHI,0
TE,George Kittle (40059106),George Kittle,40059106,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,SF,12.5
TE,Brayden Willis (40059108),Brayden Willis,40059108,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,SF,0
TE,Messiah Swinson (40059110),Messiah Swinson,40059110,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,SF,0
TE,Tip Reiman (40059112),Tip Reiman,40059112,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,ARI,2
TE,Elijah Higgins (40059114),Elijah Higgins,40059114,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,ARI,3.9
TE,Travis Vokolek (40059116),Travis Vokolek,40059116,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,ARI,0
TE,Josiah Deguara (40059118),Josiah Deguara,40059118,TE/FLEX,2500,ARI@SF 09/21/2025 04:25PM ET,ARI,0
DST,Bengals  (40059327),Bengals ,40059327,DST,2400,CIN@MIN 09/21/2025 01:00PM ET,CIN,6
DST,Rams  (40059326),Rams ,40059326,DST,2400,LAR@PHI 09/21/2025 01:00PM ET,LAR,9.5
DST,Raiders  (40059328),Raiders ,40059328,DST,2300,LV@WAS 09/21/2025 01:00PM ET,LV,10
DST,Saints  (40059329),Saints ,40059329,DST,2300,NO@SEA 09/21/2025 04:05PM ET,NO,6.5
DST,Browns  (40059331),Browns ,40059331,DST,2200,GB@CLE 09/21/2025 01:00PM ET,CLE,1.5
DST,Jets  (40059330),Jets ,40059330,DST,2200,NYJ@TB 09/21/2025 01:00PM ET,NYJ,1.5
